# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
62.1 2210.0 9350.0 0.021954 0.019454 0.01633 0.0 0.13825 0.11925 0.021333 1.0 0.888597 1.0 1.0 0.120406 1.0 0.126284 0.129595 0.017578 1.0 0.02071 0.0 0.122017 0.123095 1.0 0.0 0.020091 0.13825 0.11925 0.125556714286 1.0 0.888597 0.984085285714 0.021954 0.01633 0.0196357142857 
64.1 2200.0 5730.0 0.015062 0.019434 0.020678 0.0 0.085125 0.094188 0.020686 1.0 0.994501 1.0 1.0 0.089563 1.0 0.092938 0.082813 0.018807 1.0 0.019426 0.0 0.081125 0.077688 0.893911 0.0 0.019431 0.094188 0.077688 0.0862057142857 1.0 0.893911 0.984058857143 0.020686 0.015062 0.0190748571429 
66.1 2240.0 7460.0 0.020069 0.020698 0.020697 0.0 0.109238 0.100082 0.020699 1.0 1.0 1.0 1.0 0.109886 1.0 0.113029 0.106754 0.016941 1.0 0.016933 0.0 0.109392 0.089422 1.0 0.0 0.018824 0.113029 0.089422 0.105400428571 1.0 1.0 1.0 0.020699 0.016933 0.0192658571429 
68.1 2230.0 12280.0 0.023848 0.022609 0.021353 0.0 0.158299 0.160706 0.021973 1.0 1.0 1.0 1.0 0.165025 0.957373 0.148111 0.163188 0.023856 1.0 0.020734 0.0 0.15618 0.153627 1.0 0.0 0.01573 0.165025 0.148111 0.157876571429 1.0 0.957373 0.993910428571 0.023856 0.01573 0.0214432857143 
70.1 2220.0 8790.0 0.022585 0.023199 0.025706 0.0 0.137313 0.109687 0.016334 1.0 1.0 0.997251 0.911931 0.11275 1.0 0.117313 0.128421 0.017572 1.0 0.02257 0.0 0.123421 0.10725 1.0 0.0 0.019462 0.137313 0.10725 0.119450714286 1.0 0.911931 0.987026 0.025706 0.016334 0.0210611428571 
72.1 2070.0 6330.0 0.018187 0.016313 0.020063 0.0 0.095888 0.081671 0.01756 1.0 1.0 1.0 0.627306 0.095517 0.795867 0.101266 0.085608 0.016303 1.0 0.014433 0.0 0.095469 0.087453 1.0 0.0 0.018813 0.101266 0.081671 0.0918388571429 1.0 0.627306 0.917596142857 0.020063 0.014433 0.0173817142857 
74.1 2240.0 12660.0 0.019484 0.016348 0.023859 0.0 0.168313 0.175938 0.019478 1.0 1.0 1.0 1.0 0.149188 1.0 0.155375 0.168813 0.017616 1.0 0.0226 0.0 0.165563 0.149314 1.0 0.0 0.015396 0.175938 0.149188 0.161786285714 1.0 1.0 1.0 0.023859 0.015396 0.0192544285714 
76.1 2240.0 14890.0 0.022621 0.020115 0.020124 0.0 0.207102 0.181559 0.018885 1.0 1.0 1.0 1.0 0.173144 1.0 0.204173 0.15969 0.020119 1.0 0.015107 0.0 0.187921 0.187908 1.0 0.0 0.023262 0.207102 0.15969 0.185928142857 1.0 1.0 1.0 0.023262 0.015107 0.0200332857143 
78.1 2180.0 7000.0 0.016952 0.024451 0.018191 0.0 0.09735 0.087082 0.015689 1.0 1.0 1.0 0.832406 0.093154 1.0 0.096141 0.116905 0.020682 1.0 0.021307 0.0 0.101063 0.1055 1.0 0.0 0.016939 0.116905 0.087082 0.0995992857143 1.0 0.832406 0.976058 0.024451 0.015689 0.019173 
80.1 2250.0 9550.0 0.016328 0.01884 0.016327 0.0 0.13544 0.125642 0.016958 1.0 1.0 1.0 1.0 0.163062 1.0 0.124531 0.125828 0.019458 1.0 0.020716 0.0 0.117063 0.104188 1.0 0.0 0.025681 0.163062 0.104188 0.127964857143 1.0 1.0 1.0 0.025681 0.016327 0.0191868571429 
