# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
56.1 46120.0 46470.0 0.000667 0.000661 0.000666 0.0 0.998703 1.0 0.000648 0.0 0.0 0.0 0.0 0.986315 0.0 0.972369 1.0 0.000666 0.0 0.000666 0.0 1.0 1.0 0.0 0.0 0.00067 1.0 0.972369 0.993912428571 0.0 0.0 0.0 0.00067 0.000648 0.000663428571429 
58.1 46280.0 46260.0 0.000663 0.00066 0.000667 0.0 0.952186 1.0 0.000666 0.0 0.0 0.0 0.0 0.989753 0.0 1.0 0.999752 0.000666 0.0 0.000666 0.0 1.0 0.999875 0.0 0.0 0.000638 1.0 0.952186 0.991652285714 0.0 0.0 0.0 0.000667 0.000638 0.000660857142857 
60.1 4100.0 84380.0 0.021905 0.018738 0.021878 0.0 0.984376 1.0 0.020632 0.975567 0.983065 0.98769 0.979943 0.918638 0.99144 0.949496 0.983811 0.020666 0.970817 0.018787 0.0 0.945188 0.997059 0.989941 0.0 0.018151 1.0 0.918638 0.968366857143 0.99144 0.970817 0.982637571429 0.021905 0.018151 0.0201081428571 
62.1 2160.0 89100.0 0.020653 0.016876 0.012542 0.0 1.0 0.984626 0.01938 1.0 1.0 0.757731 1.0 0.935073 1.0 0.948809 0.985431 0.015657 1.0 0.022542 0.0 1.0 1.0 1.0 0.0 0.02504 1.0 0.935073 0.979134142857 1.0 0.757731 0.965390142857 0.02504 0.012542 0.0189557142857 
64.1 2230.0 88760.0 0.022543 0.018791 0.018166 0.0 0.973615 0.943624 0.024388 1.0 1.0 0.915598 1.0 1.0 1.0 0.961049 1.0 0.025004 1.0 0.018142 0.0 1.0 0.965681 1.0 0.0 0.025019 1.0 0.943624 0.977709857143 1.0 0.915598 0.987942571429 0.025019 0.018142 0.0217218571429 
66.1 2250.0 89930.0 0.021907 0.019406 0.014425 0.0 0.975685 0.978821 0.016923 1.0 1.0 1.0 1.0 0.990256 1.0 0.997494 0.992979 0.016276 1.0 0.021909 0.0 0.990374 0.994057 1.0 0.0 0.017525 0.997494 0.975685 0.988523714286 1.0 1.0 1.0 0.021909 0.014425 0.0183387142857 
68.1 2100.0 90260.0 0.018167 0.023779 0.024415 0.0 0.976372 0.997683 0.015663 1.0 0.649391 1.0 0.89225 0.982509 1.0 0.999618 1.0 0.018404 1.0 0.01941 0.0 0.993188 0.991185 1.0 0.0 0.020652 1.0 0.976372 0.991507857143 1.0 0.649391 0.934520142857 0.024415 0.015663 0.02007 
70.1 2240.0 88690.0 0.021263 0.024406 0.021291 0.0 1.0 0.953877 0.019404 1.0 1.0 1.0 1.0 0.985562 0.951118 0.980437 0.961936 0.016883 1.0 0.020004 0.0 1.0 0.944937 1.0 0.0 0.02379 1.0 0.944937 0.975249857143 1.0 0.951118 0.993016857143 0.024406 0.016883 0.0210058571429 
72.1 2220.0 88530.0 0.021256 0.02187 0.021896 0.0 1.0 0.950544 0.02129 1.0 1.0 1.0 1.0 0.974757 0.906974 1.0 0.94647 0.017508 1.0 0.019628 0.0 0.966477 0.980289 1.0 0.0 0.023311 1.0 0.94647 0.974076714286 1.0 0.906974 0.986710571429 0.023311 0.017508 0.0209655714286 
74.1 2240.0 89600.0 0.012541 0.020649 0.019402 0.0 0.997091 0.964435 0.019415 1.0 1.0 1.0 1.0 0.973144 1.0 1.0 0.997973 0.021893 1.0 0.021289 0.0 0.980758 0.991689 1.0 0.0 0.021288 1.0 0.964435 0.986441428571 1.0 1.0 1.0 0.021893 0.012541 0.0194967142857 
76.1 2150.0 89780.0 0.015665 0.016905 0.021916 0.0 0.968135 0.993945 0.022541 1.0 1.0 1.0 0.704837 0.979001 1.0 1.0 0.999314 0.013161 1.0 0.013766 0.0 1.0 0.968614 1.0 0.0 0.024397 1.0 0.968135 0.987001285714 1.0 0.704837 0.957833857143 0.024397 0.013161 0.0183358571429 
