# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
76.1 1420.0 90290.0 0.013146 0.011267 0.009422 0.0 1.0 1.0 0.013775 0.450198 0.598416 0.416414 0.729279 0.966248 0.698082 0.982433 0.971629 0.016914 0.629466 0.013151 0.0 1.0 0.969951 0.87837 0.0 0.016292 1.0 0.966248 0.984323 0.87837 0.416414 0.628603571429 0.016914 0.009422 0.0134238571429 
78.1 1440.0 91010.0 0.013167 0.01191 0.011284 0.0 1.0 0.984812 0.011902 0.528225 0.720099 0.385269 0.626668 0.988751 0.534923 0.986086 1.0 0.014406 0.89433 0.013165 0.0 0.982563 1.0 0.696576 0.0 0.01441 1.0 0.982563 0.991744571429 0.89433 0.385269 0.626584285714 0.01441 0.011284 0.012892 
80.1 1470.0 89660.0 0.0161 0.014392 0.011293 0.0 0.983996 0.963242 0.010016 0.65625 0.568503 0.725445 0.578563 0.958997 0.716932 0.963996 1.0 0.017199 0.706067 0.015657 0.0 1.0 0.981995 0.633883 0.0 0.008787 1.0 0.958997 0.978889428571 0.725445 0.568503 0.655091857143 0.017199 0.008787 0.0133491428571 
82.1 1450.0 90370.0 0.016279 0.013764 0.013168 0.0 0.983443 0.982997 0.015658 0.6325 0.522735 0.733129 0.624677 0.959496 0.592191 0.989618 0.989246 0.010032 0.763923 0.016286 0.0 1.0 1.0 0.721015 0.0 0.015034 1.0 0.959496 0.9864 0.763923 0.522735 0.655738571429 0.016286 0.010032 0.0143172857143 
84.1 1520.0 87890.0 0.015033 0.014416 0.016903 0.0 0.935624 0.902441 0.009999 0.607704 0.731549 0.787795 0.605704 1.0 0.65625 0.936368 0.980442 0.017474 0.469011 0.012531 0.0 0.98887 0.980561 0.793745 0.0 0.014371 1.0 0.902441 0.960615142857 0.793745 0.469011 0.664536857143 0.017474 0.009999 0.0143895714286 
86.1 1400.0 90360.0 0.016899 0.01129 0.016281 0.0 0.966486 0.997841 0.013162 0.374901 0.684521 0.573593 0.625527 1.0 0.708 0.991254 0.969562 0.012533 0.825002 0.010664 0.0 0.976055 0.996314 0.64361 0.0 0.011901 1.0 0.966486 0.985358857143 0.825002 0.374901 0.633593428571 0.016899 0.010664 0.0132471428571 
88.1 1380.0 90810.0 0.013789 0.015671 0.011278 0.0 0.998868 0.999372 0.013165 0.628521 0.582914 0.620475 0.599092 0.998873 0.906603 0.999127 0.999749 0.011918 0.610336 0.011884 0.0 0.983498 0.9495 0.411138 0.0 0.009409 0.999749 0.9495 0.989855285714 0.906603 0.411138 0.622725571429 0.015671 0.009409 0.0124448571429 
90.1 1500.0 89560.0 0.010037 0.016901 0.016293 0.0 0.934107 0.983792 0.015002 0.527129 0.691509 0.66961 0.716615 0.972812 0.705873 0.948684 0.99725 0.013156 0.744624 0.012543 0.0 0.996074 1.0 0.653366 0.0 0.013111 1.0 0.934107 0.976102714286 0.744624 0.527129 0.672675142857 0.016901 0.010037 0.0138632857143 
92.1 1430.0 90370.0 0.015029 0.015024 0.012536 0.0 0.986201 1.0 0.010657 0.59375 0.323962 0.727017 0.62962 0.967174 0.546849 0.98605 0.99262 0.015665 0.886 0.013757 0.0 0.994247 0.955818 0.682229 0.0 0.015656 1.0 0.955818 0.983158571429 0.886 0.323962 0.627061 0.015665 0.010657 0.0140462857143 
94.1 1390.0 90920.0 0.015027 0.015022 0.010665 0.0 0.9987 0.994995 0.011911 0.656497 0.554591 0.528776 0.550966 0.974307 0.721598 0.991803 0.981056 0.015041 0.671901 0.014416 0.0 0.992623 0.999561 0.725904 0.0 0.011905 0.999561 0.974307 0.990435 0.725904 0.528776 0.630033285714 0.015041 0.010665 0.0134267142857 
96.1 1420.0 89810.0 0.011278 0.008791 0.013793 0.0 0.948007 0.957311 0.013141 0.434417 0.665629 0.708954 0.768204 1.0 0.389254 0.957741 0.990492 0.012511 0.680444 0.012543 0.0 0.995936 1.0 0.750456 0.0 0.013133 1.0 0.948007 0.978498142857 0.768204 0.389254 0.628194 0.013793 0.008791 0.01217 
98.1 1510.0 90330.0 0.011897 0.020668 0.011909 0.0 1.0 0.962257 0.017523 0.679941 0.686923 0.60718 0.753608 0.9995 0.80895 0.976558 0.977999 0.013143 0.617271 0.013147 0.0 0.99256 0.97156 0.536504 0.0 0.013616 1.0 0.962257 0.982919142857 0.80895 0.536504 0.670053857143 0.020668 0.011897 0.0145575714286 
100.1 1570.0 90110.0 0.011281 0.015018 0.013158 0.0 0.997316 0.977746 0.015019 0.664826 0.59225 0.727469 0.900251 0.970986 0.641624 0.964055 0.991625 0.014403 0.543251 0.016293 0.0 0.986249 1.0 0.76895 0.0 0.010668 1.0 0.964055 0.983996714286 0.900251 0.543251 0.691231571429 0.016293 0.010668 0.0136914285714 
102.1 1440.0 90770.0 0.014417 0.013788 0.013781 0.0 1.0 0.981683 0.013143 0.666176 0.826375 0.691868 0.616299 0.992442 0.727288 0.967437 0.991989 0.010027 0.602034 0.015654 0.0 0.991745 0.989497 0.462789 0.0 0.011292 1.0 0.967437 0.987827571429 0.826375 0.462789 0.656118428571 0.015654 0.010027 0.0131574285714 
104.1 1420.0 90770.0 0.01566 0.01067 0.010041 0.0 0.960513 0.976939 0.015665 0.700895 0.683122 0.736248 0.678128 0.992752 0.435124 1.0 0.998614 0.016275 0.628375 0.013165 0.0 0.996311 1.0 0.589858 0.0 0.012514 1.0 0.960513 0.989304142857 0.736248 0.435124 0.635964285714 0.016275 0.010041 0.0134271428571 
106.1 1540.0 90410.0 0.009419 0.013774 0.010663 0.0 0.964437 0.989559 0.008785 0.804255 0.699252 0.636381 0.653004 0.975684 0.557491 0.988888 1.0 0.016908 0.772512 0.015041 0.0 0.995437 0.999878 0.656242 0.0 0.012523 1.0 0.964437 0.987697571429 0.804255 0.557491 0.682733857143 0.016908 0.008785 0.0124447142857 
108.1 1510.0 89390.0 0.016289 0.012545 0.011284 0.0 0.913881 0.969387 0.01501 0.892253 0.684603 0.637379 0.615249 1.0 0.605763 0.964259 0.99337 0.011898 0.724368 0.013792 0.0 0.987071 1.0 0.487632 0.0 0.014361 1.0 0.913881 0.975424 0.892253 0.487632 0.663892428571 0.016289 0.011284 0.013597 
110.1 1480.0 90010.0 0.018143 0.012506 0.013795 0.0 0.968056 1.0 0.014393 0.739103 0.654354 0.373108 0.615006 0.951244 0.731746 0.973365 0.968128 0.012544 0.724147 0.011287 0.0 0.99956 0.999576 0.788628 0.0 0.015014 1.0 0.951244 0.979989857143 0.788628 0.373108 0.660870285714 0.018143 0.011287 0.0139545714286 
112.1 1410.0 90100.0 0.00941 0.014395 0.011916 0.0 0.976504 1.0 0.016291 0.588117 0.555102 0.577435 0.754804 0.975814 0.982001 1.0 0.993187 0.01317 0.56772 0.013745 0.0 1.0 0.930809 0.458947 0.0 0.015659 1.0 0.930809 0.982330571429 0.982001 0.458947 0.640589428571 0.016291 0.00941 0.0135122857143 
114.1 1460.0 90770.0 0.018147 0.011295 0.012534 0.0 1.0 1.0 0.014989 0.59972 0.634626 0.714088 0.603747 1.0 0.616081 0.976752 0.972181 0.012539 0.748328 0.013163 0.0 0.99012 0.99206 0.735788 0.0 0.014415 1.0 0.972181 0.990159 0.748328 0.59972 0.664625428571 0.018147 0.011295 0.0138688571429 
116.1 1480.0 89990.0 0.012502 0.013791 0.012539 0.0 0.994747 0.975191 0.015011 0.676681 0.73102 0.557307 0.56175 1.0 0.656055 0.967701 0.944378 0.016273 0.626886 0.010657 0.0 0.990069 0.9905 0.802979 0.0 0.012543 1.0 0.944378 0.980369428571 0.802979 0.557307 0.658954 0.016273 0.010657 0.0133308571429 
118.1 1420.0 90420.0 0.016291 0.012436 0.015664 0.0 1.0 1.0 0.01628 0.743942 0.553438 0.573689 0.537061 0.953784 0.651373 0.986935 0.998499 0.012546 0.765999 0.022513 0.0 1.0 0.955624 0.651124 0.0 0.017547 1.0 0.953784 0.984977428571 0.765999 0.537061 0.639518 0.022513 0.012436 0.0161824285714 
